team,date,language,total_code_lines_accepted,total_code_lines_suggested,completion_acceptance_rate
copilot-users,2025-02-11,typescriptreact,320,1740,0.1839080459770115
copilot-users,2025-02-11,unknown,55,415,0.13253012048192772
copilot-users,2025-02-11,vb,60,265,0.22641509433962265
copilot-users,2025-02-11,xml,5,27,0.18518518518518517
copilot-users,2025-02-11,yaml,154,962,0.1600831600831601
copilot-users,2025-02-12,bat,20,224,0.08928571428571429
copilot-users,2025-02-12,csharp,1065,3943,0.2700989094598022
copilot-users,2025-02-12,dockerfile,4,47,0.0851063829787234
copilot-users,2025-02-12,dotenv,0,9,0.0
copilot-users,2025-02-12,groovy,0,2,0.0
copilot-users,2025-02-12,html,0,4,0.0
copilot-users,2025-02-12,ini,1,27,0.037037037037037035
copilot-users,2025-02-12,java,64,607,0.10543657331136738
copilot-users,2025-02-12,javascript,21,78,0.2692307692307692
copilot-users,2025-02-12,json,31,399,0.07769423558897243
copilot-users,2025-02-12,jsonc,1,72,0.013888888888888888
copilot-users,2025-02-12,latex,0,21,0.0
copilot-users,2025-02-12,markdown,49,544,0.0900735294117647
copilot-users,2025-02-12,powershell,318,2412,0.1318407960199005
copilot-users,2025-02-12,python,265,2420,0.10950413223140495
copilot-users,2025-02-12,razor,6,79,0.0759493670886076
copilot-users,2025-02-12,sas,0,1,0.0
copilot-users,2025-02-12,scss,43,460,0.09347826086956522
copilot-users,2025-02-12,shellscript,12,81,0.14814814814814814
copilot-users,2025-02-12,sql,45,464,0.09698275862068965
copilot-users,2025-02-12,terraform,43,365,0.1178082191780822
copilot-users,2025-02-12,typescript,212,954,0.2222222222222222
copilot-users,2025-02-12,typescriptreact,314,1938,0.16202270381836945
copilot-users,2025-02-12,unknown,62,577,0.10745233968804159
copilot-users,2025-02-12,vb,92,529,0.17391304347826086
copilot-users,2025-02-12,xml,14,64,0.21875
copilot-users,2025-02-12,yaml,384,1529,0.2511445389143231
copilot-users,2025-02-13,csharp,765,4201,0.1820995001190193
copilot-users,2025-02-13,dart,0,23,0.0
copilot-users,2025-02-13,dockerfile,6,26,0.23076923076923078
copilot-users,2025-02-13,dotenv,0,5,0.0
copilot-users,2025-02-13,go,0,13,0.0
copilot-users,2025-02-13,groovy,0,25,0.0
copilot-users,2025-02-13,html,0,4,0.0
copilot-users,2025-02-13,java,24,309,0.07766990291262135
copilot-users,2025-02-13,javascript,37,197,0.18781725888324874
copilot-users,2025-02-13,json,13,330,0.03939393939393939
copilot-users,2025-02-13,jsonc,1,8,0.125
copilot-users,2025-02-13,jupyter,0,47,0.0
copilot-users,2025-02-13,latex,3,7,0.42857142857142855
copilot-users,2025-02-13,markdown,6,146,0.0410958904109589
copilot-users,2025-02-13,mysql,0,92,0.0
copilot-users,2025-02-13,plaintext,22,88,0.25
copilot-users,2025-02-13,powershell,314,1494,0.2101740294511379
copilot-users,2025-02-13,python,194,1511,0.128391793514229
copilot-users,2025-02-13,razor,2,35,0.05714285714285714
copilot-users,2025-02-13,sas,2,53,0.03773584905660377
copilot-users,2025-02-13,scss,49,351,0.1396011396011396
copilot-users,2025-02-13,shellscript,10,58,0.1724137931034483
copilot-users,2025-02-13,sql,176,742,0.2371967654986523
copilot-users,2025-02-13,terraform,26,199,0.1306532663316583
copilot-users,2025-02-13,typescript,214,1076,0.19888475836431227
copilot-users,2025-02-13,typescriptreact,297,1585,0.18738170347003155
copilot-users,2025-02-13,unknown,31,433,0.07159353348729793
copilot-users,2025-02-13,vb,9,151,0.059602649006622516
copilot-users,2025-02-13,webforms,1,1,1.0
copilot-users,2025-02-13,xml,32,257,0.1245136186770428
copilot-users,2025-02-13,yaml,111,795,0.13962264150943396
copilot-users,2025-02-14,csharp,1155,4248,0.2718926553672316
copilot-users,2025-02-14,dockerfile,0,14,0.0
copilot-users,2025-02-14,dotenv,0,9,0.0
copilot-users,2025-02-14,go,3,15,0.2
copilot-users,2025-02-14,groovy,5,64,0.078125
copilot-users,2025-02-14,ini,0,12,0.0
copilot-users,2025-02-14,java,40,310,0.12903225806451613
copilot-users,2025-02-14,javascript,78,633,0.12322274881516587
copilot-users,2025-02-14,json,61,482,0.12655601659751037
copilot-users,2025-02-14,jsonc,0,1,0.0
copilot-users,2025-02-14,markdown,2,19,0.10526315789473684
copilot-users,2025-02-14,mysql,0,48,0.0
copilot-users,2025-02-14,powershell,44,496,0.08870967741935484
copilot-users,2025-02-14,python,269,2432,0.11060855263157894
copilot-users,2025-02-14,razor,1,28,0.03571428571428571
copilot-users,2025-02-14,sas,1,26,0.038461538461538464
copilot-users,2025-02-14,scss,47,158,0.2974683544303797
copilot-users,2025-02-14,shellscript,5,32,0.15625
copilot-users,2025-02-14,sql,32,454,0.07048458149779736
copilot-users,2025-02-14,terraform,52,266,0.19548872180451127
copilot-users,2025-02-14,typescript,109,715,0.15244755244755245
copilot-users,2025-02-14,typescriptreact,246,1262,0.1949286846275753
copilot-users,2025-02-14,unknown,9,370,0.024324324324324326
copilot-users,2025-02-14,vb,6,102,0.058823529411764705
copilot-users,2025-02-14,xml,1,9,0.1111111111111111
copilot-users,2025-02-14,yaml,212,964,0.21991701244813278
copilot-users,2025-02-15,csharp,23,157,0.1464968152866242
copilot-users,2025-02-15,css,0,23,0.0
copilot-users,2025-02-15,dotenv,0,5,0.0
copilot-users,2025-02-15,java,8,35,0.22857142857142856
copilot-users,2025-02-15,javascript,1,38,0.02631578947368421
copilot-users,2025-02-15,powershell,70,238,0.29411764705882354
copilot-users,2025-02-15,python,26,143,0.18181818181818182
copilot-users,2025-02-15,snowflake-sql,0,1,0.0
copilot-users,2025-02-15,sql,2,72,0.027777777777777776
copilot-users,2025-02-15,typescript,18,138,0.13043478260869565
copilot-users,2025-02-15,typescriptreact,28,174,0.16091954022988506
copilot-users,2025-02-15,yaml,0,50,0.0
copilot-users,2025-02-16,csharp,54,189,0.2857142857142857
copilot-users,2025-02-16,css,0,16,0.0
copilot-users,2025-02-16,dockerfile,1,5,0.2
copilot-users,2025-02-16,sql,6,72,0.08333333333333333
copilot-users,2025-02-16,typescript,8,91,0.08791208791208792
copilot-users,2025-02-16,typescriptreact,154,633,0.24328593996840442
copilot-users,2025-02-17,csharp,940,3521,0.26696961090599264
copilot-users,2025-02-17,dockerfile,1,30,0.03333333333333333
copilot-users,2025-02-17,dotenv,0,3,0.0
copilot-users,2025-02-17,go,0,4,0.0
copilot-users,2025-02-17,html,4,43,0.09302325581395349
copilot-users,2025-02-17,ini,2,18,0.1111111111111111
copilot-users,2025-02-17,java,33,327,0.10091743119266056
copilot-users,2025-02-17,javascript,6,65,0.09230769230769231
copilot-users,2025-02-17,json,36,199,0.18090452261306533
copilot-users,2025-02-17,lua,0,29,0.0
copilot-users,2025-02-17,markdown,57,278,0.20503597122302158
copilot-users,2025-02-17,powershell,84,585,0.14358974358974358
copilot-users,2025-02-17,python,223,1302,0.17127496159754224
copilot-users,2025-02-17,razor,18,91,0.1978021978021978
copilot-users,2025-02-17,scss,12,114,0.10526315789473684
copilot-users,2025-02-17,shellscript,15,86,0.1744186046511628
copilot-users,2025-02-17,sql,24,349,0.06876790830945559
copilot-users,2025-02-17,terraform,43,195,0.2205128205128205
copilot-users,2025-02-17,typescript,160,643,0.24883359253499224
copilot-users,2025-02-17,typescriptreact,298,1300,0.22923076923076924
copilot-users,2025-02-17,unknown,117,860,0.13604651162790699
copilot-users,2025-02-17,vb,4,67,0.05970149253731343
copilot-users,2025-02-17,xml,3,45,0.06666666666666667
copilot-users,2025-02-17,yaml,149,738,0.2018970189701897
copilot-users,2025-02-18,csharp,1151,3688,0.3120932754880694
copilot-users,2025-02-18,dockerfile,0,2,0.0
copilot-users,2025-02-18,dotenv,7,14,0.5
copilot-users,2025-02-18,html,0,12,0.0
copilot-users,2025-02-18,ini,0,23,0.0
copilot-users,2025-02-18,java,45,431,0.10440835266821345
copilot-users,2025-02-18,javascript,23,115,0.2
copilot-users,2025-02-18,json,16,255,0.06274509803921569
copilot-users,2025-02-18,jsonc,0,5,0.0
copilot-users,2025-02-18,latex,6,67,0.08955223880597014
copilot-users,2025-02-18,lua,9,70,0.12857142857142856
copilot-users,2025-02-18,markdown,17,162,0.10493827160493827
copilot-users,2025-02-18,powershell,150,748,0.20053475935828877
copilot-users,2025-02-18,python,396,2751,0.14394765539803708
copilot-users,2025-02-18,razor,1,9,0.1111111111111111
copilot-users,2025-02-18,sas,1,63,0.015873015873015872
copilot-users,2025-02-18,scss,30,309,0.0970873786407767
copilot-users,2025-02-18,shellscript,13,50,0.26
copilot-users,2025-02-18,sql,98,766,0.1279373368146214
copilot-users,2025-02-18,terraform,175,880,0.19886363636363635
copilot-users,2025-02-18,typescript,129,811,0.15906288532675708
copilot-users,2025-02-18,typescriptreact,382,1653,0.23109497882637628
copilot-users,2025-02-18,unknown,40,525,0.0761904761904762
copilot-users,2025-02-18,vb,19,129,0.14728682170542637
copilot-users,2025-02-18,xml,1,31,0.03225806451612903
copilot-users,2025-02-18,yaml,150,983,0.1525940996948118
copilot-users,2025-02-19,csharp,1493,4292,0.347856477166822
copilot-users,2025-02-19,dockerfile,0,29,0.0
copilot-users,2025-02-19,dotenv,1,22,0.045454545454545456
copilot-users,2025-02-19,go,0,5,0.0
copilot-users,2025-02-19,groovy,0,13,0.0
copilot-users,2025-02-19,ini,5,33,0.15151515151515152
copilot-users,2025-02-19,java,48,456,0.10526315789473684
copilot-users,2025-02-19,javascript,153,615,0.24878048780487805
copilot-users,2025-02-19,json,29,212,0.13679245283018868
copilot-users,2025-02-19,latex,4,62,0.06451612903225806
copilot-users,2025-02-19,lua,0,1,0.0
copilot-users,2025-02-19,markdown,2,9,0.2222222222222222
copilot-users,2025-02-19,oracle-sql,2,7,0.2857142857142857
copilot-users,2025-02-19,plaintext,0,10,0.0
copilot-users,2025-02-19,powershell,155,987,0.15704154002026344
copilot-users,2025-02-19,properties,0,3,0.0
copilot-users,2025-02-19,python,353,2551,0.13837710701685613
copilot-users,2025-02-19,razor,20,98,0.20408163265306123
copilot-users,2025-02-19,ruby,0,1,0.0
copilot-users,2025-02-19,scss,3,107,0.028037383177570093
copilot-users,2025-02-19,shellscript,8,196,0.04081632653061224
copilot-users,2025-02-19,sql,94,735,0.12789115646258503
copilot-users,2025-02-19,terraform,13,342,0.038011695906432746
copilot-users,2025-02-19,tex,0,1,0.0
copilot-users,2025-02-19,typescript,347,1458,0.23799725651577502
copilot-users,2025-02-19,typescriptreact,374,1986,0.18831822759315206
copilot-users,2025-02-19,unknown,21,381,0.05511811023622047
copilot-users,2025-02-19,vb,46,352,0.13068181818181818
copilot-users,2025-02-19,xml,9,134,0.06716417910447761
copilot-users,2025-02-19,yaml,89,798,0.11152882205513784
copilot-users,2025-02-20,csharp,1298,3808,0.34086134453781514
copilot-users,2025-02-20,dockerfile,15,54,0.2777777777777778
copilot-users,2025-02-20,dotenv,5,33,0.15151515151515152
copilot-users,2025-02-20,go,18,88,0.20454545454545456
copilot-users,2025-02-20,groovy,1,56,0.017857142857142856
copilot-users,2025-02-20,ini,2,27,0.07407407407407407
copilot-users,2025-02-20,java,19,135,0.14074074074074075
copilot-users,2025-02-20,javascript,114,531,0.21468926553672316
copilot-users,2025-02-20,json,18,220,0.08181818181818182
copilot-users,2025-02-20,jsonc,11,32,0.34375
copilot-users,2025-02-20,lua,8,76,0.10526315789473684
copilot-users,2025-02-20,markdown,19,60,0.31666666666666665
copilot-users,2025-02-20,php,0,5,0.0
copilot-users,2025-02-20,plaintext,0,6,0.0
copilot-users,2025-02-20,powershell,66,603,0.10945273631840796
copilot-users,2025-02-20,python,151,967,0.15615305067218202
copilot-users,2025-02-20,razor,4,50,0.08
copilot-users,2025-02-20,sas,0,1,0.0
copilot-users,2025-02-20,scss,9,109,0.08256880733944955
copilot-users,2025-02-20,shellscript,0,31,0.0
copilot-users,2025-02-20,sql,76,737,0.10312075983717775
copilot-users,2025-02-20,terraform,19,244,0.0778688524590164
copilot-users,2025-02-20,typescript,325,1505,0.2159468438538206
copilot-users,2025-02-20,typescriptreact,476,2761,0.17240130387540747
copilot-users,2025-02-20,unknown,10,75,0.13333333333333333
copilot-users,2025-02-20,vb,45,171,0.2631578947368421
copilot-users,2025-02-20,xml,9,52,0.17307692307692307
copilot-users,2025-02-20,yaml,292,1449,0.2015182884748102
copilot-users,2025-02-21,csharp,1164,4350,0.2675862068965517
copilot-users,2025-02-21,dockerfile,33,143,0.23076923076923078
copilot-users,2025-02-21,dotenv,1,14,0.07142857142857142
copilot-users,2025-02-21,go,9,55,0.16363636363636364
copilot-users,2025-02-21,ini,4,10,0.4
copilot-users,2025-02-21,java,12,211,0.05687203791469194
copilot-users,2025-02-21,javascript,31,198,0.15656565656565657
copilot-users,2025-02-21,json,24,117,0.20512820512820512
copilot-users,2025-02-21,jsonc,0,3,0.0
copilot-users,2025-02-21,latex,0,12,0.0
copilot-users,2025-02-21,markdown,20,68,0.29411764705882354
copilot-users,2025-02-21,oracle-sql,3,41,0.07317073170731707
copilot-users,2025-02-21,powershell,85,333,0.2552552552552553
copilot-users,2025-02-21,python,111,511,0.2172211350293542
copilot-users,2025-02-21,razor,7,11,0.6363636363636364
copilot-users,2025-02-21,sas,0,1,0.0
copilot-users,2025-02-21,scss,1,20,0.05
copilot-users,2025-02-21,shellscript,3,34,0.08823529411764706
copilot-users,2025-02-21,sql,70,733,0.09549795361527967
copilot-users,2025-02-21,terraform,224,508,0.4409448818897638
copilot-users,2025-02-21,typescript,311,1291,0.24089852827265684
copilot-users,2025-02-21,typescriptreact,262,1975,0.13265822784810127
copilot-users,2025-02-21,unknown,29,111,0.26126126126126126
copilot-users,2025-02-21,vb,8,76,0.10526315789473684
copilot-users,2025-02-21,xml,28,89,0.3146067415730337
copilot-users,2025-02-21,yaml,78,442,0.17647058823529413
copilot-users,2025-02-22,csharp,15,47,0.3191489361702128
copilot-users,2025-02-22,dockerfile,1,4,0.25
copilot-users,2025-02-22,java,1,12,0.08333333333333333
copilot-users,2025-02-22,javascript,15,73,0.2054794520547945
copilot-users,2025-02-22,powershell,0,1,0.0
copilot-users,2025-02-22,python,0,4,0.0
copilot-users,2025-02-22,scss,0,14,0.0
copilot-users,2025-02-22,shellscript,0,3,0.0
copilot-users,2025-02-22,terraform,39,190,0.20526315789473684
copilot-users,2025-02-22,typescript,46,127,0.36220472440944884
copilot-users,2025-02-22,typescriptreact,17,167,0.10179640718562874
copilot-users,2025-02-22,yaml,3,31,0.0967741935483871
copilot-users,2025-02-23,csharp,26,122,0.21311475409836064
copilot-users,2025-02-23,json,0,68,0.0
copilot-users,2025-02-23,razor,1,70,0.014285714285714285
copilot-users,2025-02-23,scss,24,150,0.16
copilot-users,2025-02-23,terraform,70,289,0.2422145328719723
copilot-users,2025-02-23,typescript,42,172,0.2441860465116279
copilot-users,2025-02-23,typescriptreact,58,366,0.15846994535519127
copilot-users,2025-02-23,unknown,9,196,0.04591836734693878
copilot-users,2025-02-23,xml,0,11,0.0
copilot-users,2025-02-23,yaml,1,24,0.041666666666666664
copilot-users,2025-02-24,csharp,632,2421,0.2610491532424618
copilot-users,2025-02-24,dockerfile,7,29,0.2413793103448276
copilot-users,2025-02-24,go,27,102,0.2647058823529412
copilot-users,2025-02-24,html,0,12,0.0
copilot-users,2025-02-24,ini,1,29,0.034482758620689655
copilot-users,2025-02-24,java,78,226,0.34513274336283184
copilot-users,2025-02-24,javascript,82,273,0.30036630036630035
copilot-users,2025-02-24,json,44,443,0.09932279909706546
copilot-users,2025-02-24,markdown,63,393,0.16030534351145037
copilot-users,2025-02-24,oracle-sql,0,1,0.0
copilot-users,2025-02-24,php,1,24,0.041666666666666664
copilot-users,2025-02-24,plaintext,0,1,0.0
copilot-users,2025-02-24,powershell,117,626,0.1869009584664537
copilot-users,2025-02-24,python,125,990,0.12626262626262627
copilot-users,2025-02-24,razor,4,29,0.13793103448275862
copilot-users,2025-02-24,scss,3,150,0.02
copilot-users,2025-02-24,shellscript,48,73,0.6575342465753424
copilot-users,2025-02-24,snowflake-sql,0,1,0.0
copilot-users,2025-02-24,sql,179,828,0.21618357487922704
copilot-users,2025-02-24,terraform,184,1575,0.11682539682539683
copilot-users,2025-02-24,typescript,195,833,0.234093637454982
copilot-users,2025-02-24,typescriptreact,141,843,0.16725978647686832
copilot-users,2025-02-24,unknown,21,142,0.14788732394366197
copilot-users,2025-02-24,vb,32,164,0.1951219512195122
copilot-users,2025-02-24,xml,6,74,0.08108108108108109
copilot-users,2025-02-24,yaml,133,1050,0.12666666666666668
gmar_apl_acces-github_user_p,2025-01-29,csharp,956,3870,0.2470284237726098
gmar_apl_acces-github_user_p,2025-01-29,css,1,1,1.0
gmar_apl_acces-github_user_p,2025-01-29,deveroom,1,2,0.5
gmar_apl_acces-github_user_p,2025-01-29,dockerfile,0,1,0.0
gmar_apl_acces-github_user_p,2025-01-29,dotenv,2,8,0.25
gmar_apl_acces-github_user_p,2025-01-29,html,20,95,0.21052631578947367
gmar_apl_acces-github_user_p,2025-01-29,ini,0,13,0.0
gmar_apl_acces-github_user_p,2025-01-29,java,36,318,0.11320754716981132
gmar_apl_acces-github_user_p,2025-01-29,javascript,1,33,0.030303030303030304
gmar_apl_acces-github_user_p,2025-01-29,json,8,242,0.03305785123966942
gmar_apl_acces-github_user_p,2025-01-29,markdown,27,272,0.09926470588235294
gmar_apl_acces-github_user_p,2025-01-29,plaintext,1,1,1.0
gmar_apl_acces-github_user_p,2025-01-29,powershell,91,512,0.177734375
gmar_apl_acces-github_user_p,2025-01-29,python,235,1634,0.1438188494492044
gmar_apl_acces-github_user_p,2025-01-29,razor,19,28,0.6785714285714286
gmar_apl_acces-github_user_p,2025-01-29,sas,6,87,0.06896551724137931
gmar_apl_acces-github_user_p,2025-01-29,scss,48,223,0.21524663677130046
gmar_apl_acces-github_user_p,2025-01-29,shellscript,8,38,0.21052631578947367
gmar_apl_acces-github_user_p,2025-01-29,sql,96,389,0.2467866323907455
gmar_apl_acces-github_user_p,2025-01-29,terraform,43,372,0.11559139784946236
gmar_apl_acces-github_user_p,2025-01-29,typescript,240,871,0.2755453501722158
gmar_apl_acces-github_user_p,2025-01-29,typescriptreact,377,1402,0.2689015691868759
gmar_apl_acces-github_user_p,2025-01-29,unknown,31,345,0.08985507246376812
gmar_apl_acces-github_user_p,2025-01-29,vb,91,695,0.13093525179856116
gmar_apl_acces-github_user_p,2025-01-29,webforms,0,2,0.0
gmar_apl_acces-github_user_p,2025-01-29,xml,2,29,0.06896551724137931
gmar_apl_acces-github_user_p,2025-01-29,yaml,90,555,0.16216216216216217
gmar_apl_acces-github_user_p,2025-01-30,coffeescript,0,7,0.0
gmar_apl_acces-github_user_p,2025-01-30,csharp,831,2987,0.27820555741546704
gmar_apl_acces-github_user_p,2025-01-30,css,0,39,0.0
gmar_apl_acces-github_user_p,2025-01-30,dockerfile,0,1,0.0
gmar_apl_acces-github_user_p,2025-01-30,dotenv,1,7,0.14285714285714285
gmar_apl_acces-github_user_p,2025-01-30,groovy,0,4,0.0
gmar_apl_acces-github_user_p,2025-01-30,ini,1,40,0.025
gmar_apl_acces-github_user_p,2025-01-30,java,70,599,0.11686143572621036
gmar_apl_acces-github_user_p,2025-01-30,javascript,7,26,0.2692307692307692
gmar_apl_acces-github_user_p,2025-01-30,json,94,302,0.31125827814569534
gmar_apl_acces-github_user_p,2025-01-30,jsonc,0,1,0.0
gmar_apl_acces-github_user_p,2025-01-30,makefile,0,2,0.0
gmar_apl_acces-github_user_p,2025-01-30,markdown,18,161,0.11180124223602485
gmar_apl_acces-github_user_p,2025-01-30,mysql,0,13,0.0
gmar_apl_acces-github_user_p,2025-01-30,powershell,95,509,0.18664047151277013
gmar_apl_acces-github_user_p,2025-01-30,python,162,1309,0.12375859434682965
gmar_apl_acces-github_user_p,2025-01-30,razor,0,2,0.0
gmar_apl_acces-github_user_p,2025-01-30,sas,0,17,0.0
gmar_apl_acces-github_user_p,2025-01-30,shellscript,34,187,0.18181818181818182
gmar_apl_acces-github_user_p,2025-01-30,snowflake-sql,0,1,0.0
gmar_apl_acces-github_user_p,2025-01-30,sql,82,1062,0.07721280602636535
gmar_apl_acces-github_user_p,2025-01-30,terraform,59,398,0.14824120603015076
gmar_apl_acces-github_user_p,2025-01-30,typescript,86,633,0.1358609794628752
gmar_apl_acces-github_user_p,2025-01-30,typescriptreact,261,1268,0.2058359621451104
gmar_apl_acces-github_user_p,2025-01-30,unknown,89,700,0.12714285714285714
gmar_apl_acces-github_user_p,2025-01-30,vb,1,16,0.0625
gmar_apl_acces-github_user_p,2025-01-30,xml,24,53,0.4528301886792453
gmar_apl_acces-github_user_p,2025-01-30,yaml,119,837,0.14217443249701314
gmar_apl_acces-github_user_p,2025-01-31,csharp,897,2649,0.33861834654586637
gmar_apl_acces-github_user_p,2025-01-31,css,2,11,0.18181818181818182
gmar_apl_acces-github_user_p,2025-01-31,dockerfile,0,2,0.0
gmar_apl_acces-github_user_p,2025-01-31,dotenv,1,32,0.03125
gmar_apl_acces-github_user_p,2025-01-31,html,2,4,0.5
gmar_apl_acces-github_user_p,2025-01-31,ini,0,5,0.0
gmar_apl_acces-github_user_p,2025-01-31,java,23,255,0.09019607843137255
gmar_apl_acces-github_user_p,2025-01-31,json,54,608,0.08881578947368421
gmar_apl_acces-github_user_p,2025-01-31,markdown,1,23,0.043478260869565216
gmar_apl_acces-github_user_p,2025-01-31,powershell,183,525,0.3485714285714286
gmar_apl_acces-github_user_p,2025-01-31,python,148,935,0.15828877005347594
gmar_apl_acces-github_user_p,2025-01-31,razor,2,17,0.11764705882352941
gmar_apl_acces-github_user_p,2025-01-31,rest,0,3,0.0
gmar_apl_acces-github_user_p,2025-01-31,sas,11,47,0.23404255319148937
gmar_apl_acces-github_user_p,2025-01-31,scss,9,144,0.0625
gmar_apl_acces-github_user_p,2025-01-31,shellscript,6,31,0.1935483870967742
gmar_apl_acces-github_user_p,2025-01-31,sql,73,597,0.12227805695142378
gmar_apl_acces-github_user_p,2025-01-31,terraform,21,276,0.07608695652173914
gmar_apl_acces-github_user_p,2025-01-31,typescript,80,568,0.14084507042253522
gmar_apl_acces-github_user_p,2025-01-31,typescriptreact,109,640,0.1703125
gmar_apl_acces-github_user_p,2025-01-31,unknown,42,224,0.1875
gmar_apl_acces-github_user_p,2025-01-31,vb,138,336,0.4107142857142857
gmar_apl_acces-github_user_p,2025-01-31,xml,11,54,0.2037037037037037
gmar_apl_acces-github_user_p,2025-01-31,yaml,151,1312,0.11509146341463415
gmar_apl_acces-github_user_p,2025-02-01,csharp,43,139,0.30935251798561153
gmar_apl_acces-github_user_p,2025-02-01,json,3,8,0.375
gmar_apl_acces-github_user_p,2025-02-01,markdown,0,1,0.0
gmar_apl_acces-github_user_p,2025-02-01,python,2,49,0.04081632653061224
gmar_apl_acces-github_user_p,2025-02-01,typescript,15,54,0.2777777777777778
gmar_apl_acces-github_user_p,2025-02-01,typescriptreact,23,135,0.17037037037037037
gmar_apl_acces-github_user_p,2025-02-01,yaml,7,31,0.22580645161290322
gmar_apl_acces-github_user_p,2025-02-02,csharp,36,102,0.35294117647058826
gmar_apl_acces-github_user_p,2025-02-02,markdown,0,2,0.0
gmar_apl_acces-github_user_p,2025-02-02,python,12,31,0.3870967741935484
gmar_apl_acces-github_user_p,2025-02-02,sas,0,37,0.0
gmar_apl_acces-github_user_p,2025-02-03,csharp,627,2338,0.26817792985457656
gmar_apl_acces-github_user_p,2025-02-03,csv,0,1,0.0
gmar_apl_acces-github_user_p,2025-02-03,dockerfile,3,27,0.1111111111111111
gmar_apl_acces-github_user_p,2025-02-03,ini,0,4,0.0
gmar_apl_acces-github_user_p,2025-02-03,java,31,247,0.12550607287449392
gmar_apl_acces-github_user_p,2025-02-03,javascript,18,127,0.14173228346456693
gmar_apl_acces-github_user_p,2025-02-03,json,8,258,0.031007751937984496
gmar_apl_acces-github_user_p,2025-02-03,jupyter,0,20,0.0
gmar_apl_acces-github_user_p,2025-02-03,markdown,8,89,0.0898876404494382
gmar_apl_acces-github_user_p,2025-02-03,perl,0,53,0.0
gmar_apl_acces-github_user_p,2025-02-03,powershell,73,345,0.21159420289855072
gmar_apl_acces-github_user_p,2025-02-03,python,180,1401,0.1284796573875803
gmar_apl_acces-github_user_p,2025-02-03,razor,1,37,0.02702702702702703
gmar_apl_acces-github_user_p,2025-02-03,sas,9,65,0.13846153846153847
gmar_apl_acces-github_user_p,2025-02-03,scss,5,20,0.25
gmar_apl_acces-github_user_p,2025-02-03,snowflake-sql,2,4,0.5
gmar_apl_acces-github_user_p,2025-02-03,sql,33,557,0.059245960502693
gmar_apl_acces-github_user_p,2025-02-03,terraform,56,285,0.19649122807017544
gmar_apl_acces-github_user_p,2025-02-03,text,0,3,0.0
gmar_apl_acces-github_user_p,2025-02-03,typescript,124,663,0.1870286576168929
gmar_apl_acces-github_user_p,2025-02-03,typescriptreact,209,1272,0.16430817610062892
gmar_apl_acces-github_user_p,2025-02-03,unknown,18,121,0.1487603305785124
gmar_apl_acces-github_user_p,2025-02-03,vb,98,428,0.22897196261682243
gmar_apl_acces-github_user_p,2025-02-03,xml,27,92,0.29347826086956524
gmar_apl_acces-github_user_p,2025-02-03,yaml,87,427,0.20374707259953162
gmar_apl_acces-github_user_p,2025-02-04,bat,0,1,0.0
gmar_apl_acces-github_user_p,2025-02-04,csharp,664,2473,0.2684997978164173
gmar_apl_acces-github_user_p,2025-02-04,csv,0,5,0.0
gmar_apl_acces-github_user_p,2025-02-04,dockerfile,1,4,0.25
gmar_apl_acces-github_user_p,2025-02-04,dotenv,0,2,0.0
gmar_apl_acces-github_user_p,2025-02-04,groovy,0,53,0.0
gmar_apl_acces-github_user_p,2025-02-04,java,76,502,0.15139442231075698
gmar_apl_acces-github_user_p,2025-02-04,javascript,6,47,0.1276595744680851
gmar_apl_acces-github_user_p,2025-02-04,json,7,240,0.029166666666666667
gmar_apl_acces-github_user_p,2025-02-04,jsonc,1,38,0.02631578947368421
gmar_apl_acces-github_user_p,2025-02-04,jupyter,0,12,0.0
gmar_apl_acces-github_user_p,2025-02-04,markdown,11,81,0.13580246913580246
gmar_apl_acces-github_user_p,2025-02-04,powershell,218,758,0.287598944591029
gmar_apl_acces-github_user_p,2025-02-04,puml,0,4,0.0
gmar_apl_acces-github_user_p,2025-02-04,python,117,964,0.12136929460580913
gmar_apl_acces-github_user_p,2025-02-04,razor,0,1,0.0
gmar_apl_acces-github_user_p,2025-02-04,scss,0,14,0.0
gmar_apl_acces-github_user_p,2025-02-04,shellscript,12,187,0.06417112299465241
gmar_apl_acces-github_user_p,2025-02-04,sql,80,763,0.10484927916120576
gmar_apl_acces-github_user_p,2025-02-04,terraform,23,134,0.17164179104477612
gmar_apl_acces-github_user_p,2025-02-04,text,0,3,0.0
gmar_apl_acces-github_user_p,2025-02-04,typescript,213,883,0.24122310305775765
gmar_apl_acces-github_user_p,2025-02-04,typescriptreact,341,1796,0.18986636971046772
gmar_apl_acces-github_user_p,2025-02-04,unknown,67,603,0.1111111111111111
gmar_apl_acces-github_user_p,2025-02-04,vb,153,382,0.4005235602094241
gmar_apl_acces-github_user_p,2025-02-04,xml,23,177,0.12994350282485875
gmar_apl_acces-github_user_p,2025-02-04,yaml,79,638,0.1238244514106583
gmar_apl_acces-github_user_p,2025-02-05,csharp,805,3432,0.23455710955710957
gmar_apl_acces-github_user_p,2025-02-05,dotenv,0,15,0.0
gmar_apl_acces-github_user_p,2025-02-05,go,6,29,0.20689655172413793
gmar_apl_acces-github_user_p,2025-02-05,ini,1,13,0.07692307692307693
gmar_apl_acces-github_user_p,2025-02-05,java,6,293,0.020477815699658702
gmar_apl_acces-github_user_p,2025-02-05,javascript,4,21,0.19047619047619047
